20191030,浦东,联洋,仁恒河滨城(三期),106993元/m2,16套在售二手房,https://sh.lianjia.com/xiaoqu/5020038090937931/,2006年建成 ,板楼,4.8元/平米/月,上海仁恒物业管理有限,仁恒置业,21,1307户
20191030,浦东,联洋,当代清水园,87636元/m2,18套在售二手房,https://sh.lianjia.com/xiaoqu/5011000017208/,2003年建成 ,板楼,1.98至2元/平米/月,上海联洋港力物业管理有限,上海泰达房地产开发有限公司,33,1153户
20191030,浦东,联洋,仁恒河滨城(一期),95130元/m2,18套在售二手房,https://sh.lianjia.com/xiaoqu/5011000017980/,2005年建成 ,塔楼,4.8元/平米/月,上海仁恒物业管理有限,上海仁恒房地产有限公司,26,1672户
20191030,浦东,联洋,华丽家族花园,92030元/m2,7套在售二手房,https://sh.lianjia.com/xiaoqu/5011000016161/,2002年建成 ,板楼,2.68至2.95元/平米/月,上海同涞物业管理有限,上海华丽家族(集团)有限公司,24,1008户
20191030,浦东,联洋,吉云公寓,71235元/m2,7套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013959/,1995年建成 ,板楼,0.36元/平米/月,花木,隆庆集团,14,318户
20191030,浦东,联洋,仁恒河滨城(二期),99677元/m2,12套在售二手房,https://sh.lianjia.com/xiaoqu/5020038090937741/,2006年建成 ,板楼,4.8元/平米/月,上海仁恒物业管理有限,仁恒置地集团有限公司,26,1426户
20191030,浦东,联洋,水清木华,96612元/m2,10套在售二手房,https://sh.lianjia.com/xiaoqu/5011000017956/,2003年建成 ,板楼,2.5至3.6元/平米/月,绿城,上海证大三角洲置业有限公司,26,856户
20191030,浦东,联洋,联洋年华,85452元/m2,12套在售二手房,https://sh.lianjia.com/xiaoqu/5011000016271/,2002年建成 ,板楼,2.6元/平米/月,金地,上海联洋世家置业有限公司,21,1665户
20191030,浦东,联洋,第九城市(一期),95412元/m2,14套在售二手房,https://sh.lianjia.com/xiaoqu/5011000017940/,2004年建成 ,板楼,2.35元/平米/月,虹桥,上海虹桥经济技术开发区联合发展有限公司,34,1180户
20191030,浦东,联洋,天安花园,93737元/m2,12套在售二手房,https://sh.lianjia.com/xiaoqu/5011000016767/,2000年建成 ,板楼,1.95至2.85元/平米/月,科瑞,上海天洋房地产有限公司,38,962户
20191030,浦东,联洋,御景园,90192元/m2,9套在售二手房,https://sh.lianjia.com/xiaoqu/5011000017301/,2002年建成 ,板楼,1.95至2.95元/平米/月,上海景瑞物业管理有限,上海上实置业有限公司,27,903户
20191030,浦东,联洋,第九城市(二期),96514元/m2,15套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013523/,2006年建成 ,板楼,1.98元/平米/月,虹桥,上海虹桥经济技术开发区联合发展有限公司,21,1059户
20191030,浦东,联洋,联洋花园(三期),87595元/m2,6套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015044/,2005年建成 ,板楼,1.96至2.8元/平米/月,仙霞,中邦置业集团有限公司,22,750户
20191030,浦东,联洋,联洋花园(一期),80046元/m2,9套在售二手房,https://sh.lianjia.com/xiaoqu/5011000018263/,2001年建成 ,板楼,1.76至2.76元/平米/月,万科,上海联洋置业有限责任公司,13,472户
20191030,浦东,联洋,联洋花园(二期),80998元/m2,4套在售二手房,https://sh.lianjia.com/xiaoqu/5011000018271/,2002年建成 ,板楼,1.96元/平米/月,仙霞,中邦置业集团有限公司,15,647户
20191030,浦东,联洋,联洋新苑,102000元/m2,2套在售二手房,https://sh.lianjia.com/xiaoqu/5011000016609/,2002年建成 ,板楼,2.5至2.85元/平米/月,上海同涞物业管理有限,上海联洋土地发展公司,2,184户
20191030,浦东,联洋,中邦晶座,69308元/m2,1套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015063/,2004年建成 ,板楼,5元/平米/月,上海世邦魏理仕物业顾问有限,上海中邦置业（集团）有限公司,36,36户
20191030,浦东,联洋,金鹰大厦,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000017096/,2005年建成 ,板楼,18.6元/平米/月,联怡物业管理（上海）,上海浦东中核大厦房地产开发有限公司,2,169户
20191030,浦东,联洋,迎春路1212号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970766905820/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,联洋,迎春路816号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970766905832/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,2户
20191030,浦东,联洋,证大立方大厦,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015615/,2007年建成 ,未知,暂无信息,上海证大物业管理有限,上海天海有限责任公司,1,144户
20191030,浦东,联洋,太平人寿大厦,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000011032/,暂无信息 ,未知,暂无信息,自主,上海信息大厦有限公司,1,114户
20191030,浦东,联洋,金融大厦,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014267/,暂无信息 ,未知,暂无信息,大峰物业管理（上海）有限,上海汤臣房地产开发有限公司,2,35户
20191030,浦东,联洋,上海信息大厦,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013717/,暂无信息 ,未知,暂无信息,仲量联行,上海电信公司信息世界分公司,1,262户
20191030,浦东,联洋,迎春路1200号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970766905819/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,联洋,迎春路838号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970766905836/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,联洋,紫槐路133号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970691146678/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,联洋,丁香路1354号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970751701243/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,联洋,紫槐路135号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970691146680/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,联洋,长柳路109号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970554045247/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,联洋,芳甸路255号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970599658125/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,联洋,芳甸路185号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970599658113/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,4户
20191030,浦东,联洋,浦东迎春路836号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970554045433/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,联洋,丁香路1346号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970751701240/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,联洋,丁香路1191号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970751701227/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,联洋,紫槐路133号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970691146678/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,联洋,丁香路1354号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970751701243/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,联洋,迎春路838号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970766905836/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,联洋,迎春路809号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970766905831/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,联洋,上海信息大厦,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013717/,暂无信息 ,未知,暂无信息,仲量联行,上海电信公司信息世界分公司,1,262户
20191030,浦东,联洋,迎春路1200号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970766905819/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,联洋,太平人寿大厦,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000011032/,暂无信息 ,未知,暂无信息,自主,上海信息大厦有限公司,1,114户
20191030,浦东,联洋,金融大厦,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014267/,暂无信息 ,未知,暂无信息,大峰物业管理（上海）有限,上海汤臣房地产开发有限公司,2,35户
20191030,浦东,联洋,迎春路1212号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970766905820/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,联洋,金鹰大厦,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000017096/,2005年建成 ,板楼,18.6元/平米/月,联怡物业管理（上海）,上海浦东中核大厦房地产开发有限公司,2,169户
20191030,浦东,联洋,迎春路816号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970766905832/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,2户
20191030,浦东,联洋,证大立方大厦,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015615/,2007年建成 ,未知,暂无信息,上海证大物业管理有限,上海天海有限责任公司,1,144户
20191030,浦东,联洋,芳甸路199号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970599658114/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,9,17户
